# dataset: phone-formats
# source: libphonenumber
# authority: The libphonenumber Authors
# origin: resources/PhoneNumberMetadata.xml numberFormat rows, nationalPrefixFormattingRule substituted
# pin: v9.0.35
# published: 2026-07-26
# licence: Apache-2.0
# licence-url: https://www.apache.org/licenses/LICENSE-2.0
# licence-note: the metadata file carries the Apache-2.0 notice in its own header
# licence-verified: 2026-07-26
# cadence: roughly fortnightly
# compiled-in: true
# columns: territory,callingCode,order,leadingDigits,groups,national,international
FI	358	4	[14]|2[09]|50|7[135]	2 4-8	0$1 $2	$1 $2
FI	358	5	7	2 6-10	0$1 $2	$1 $2
FI	358	6	(?:19|[2568])[1-8]|3(?:0[1-9]|[1-9])|9	1 4-9	0$1 $2	$1 $2
FJ	679	0	[235-9]|45	3 4	$1 $2	$1 $2
FJ	679	1	0	4 3 4	$1 $2 $3	$1 $2 $3
FM	691	0	[389]	3 4	$1 $2	$1 $2
FO	298	0	[2-9]	6	$1	$1
FR	33	0	10	4	$1	NA
FR	33	1	1	3 3	$1 $2	NA
FR	33	2	8	3 2 2 2	0 $1 $2 $3 $4	$1 $2 $3 $4
FR	33	3	[1-79]	1 2 2 2 2	0$1 $2 $3 $4 $5	$1 $2 $3 $4 $5
GA	241	0	[2-7]	1 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
GA	241	1	0	2 2 2 2	$1 $2 $3 $4	$1 $2 $3 $4
GA	241	2	11|[67]	2 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
GB	44	0	800	3 4	0$1 $2	$1 $2
GB	44	1	845	3 2 2	0$1 $2 $3	$1 $2 $3
GB	44	2	800	3 6	0$1 $2	$1 $2
GB	44	3	1(?:38|5[23]|69|76|94)	5 4-5	0$1 $2	$1 $2
GB	44	4	1(?:[2-69][02-9]|[78])	4 5-6	0$1 $2	$1 $2
GB	44	5	[25]|7(?:0|6[02-9])	2 4 4	0$1 $2 $3	$1 $2 $3
GB	44	6	7	4 6	0$1 $2	$1 $2
